hitza	agerpen kopurua	maiztasuna milioi testu-hitzeko	silaba kopurua	auzokide kopurua
disparate	10	0.44	4	2
dituenetik	10	0.44	5	3
dituztea	10	0.44	4	5
dituzuea	10	0.44	5	8
dituzuenak	10	0.44	5	6
dizipuluak	10	0.44	5	3
dizkidana	10	0.44	4	7
doanekoa	10	0.44	5	3
doanik	10	0.44	3	6
doblatzen	10	0.44	3	1
dogun	10	0.44	2	8
dohaintzan	10	0.44	3	5
doinupean	10	0.44	4	1
doitzea	10	0.44	3	6
doktoratu	10	0.44	4	1
dokumento	10	0.44	4	3
dolare	10	0.44	3	4
donado	10	0.44	3	2
dorreetako	10	0.44	5	1
drogek	10	0.44	2	4
dudako	10	0.44	3	7
dudalakotz	10	0.44	4	0
dudanetan	10	0.44	4	2
dueloa	10	0.44	4	8
duenentz	10	0.44	3	6
duinetan	10	0.44	4	5
dukeela	10	0.44	4	6
durundioa	10	0.44	5	4
dutxarik	10	0.44	3	3
duzuenak	10	0.44	4	7
duzuenik	10	0.44	4	4
ebitatu	10	0.44	4	2
ederrok	10	0.44	3	4
edertuko	10	0.44	4	0
ediktua	10	0.44	4	3
editatu	10	0.44	4	3
edonorena	10	0.44	5	2
efizientea	10	0.44	6	1
egiazale	10	0.44	5	3
egikaritza	10	0.44	5	4
eginahalen	10	0.44	5	3
eginaraz	10	0.44	4	1
eginarazia	10	0.44	6	4
eginbidez	10	0.44	4	4
eginetan	10	0.44	4	7
egintzaz	10	0.44	3	7
egiptiar	10	0.44	4	3
egitamu	10	0.44	4	1
egitezko	10	0.44	4	5
egoeretara	10	0.44	6	2
egoitzaz	10	0.44	3	4
egonaldien	10	0.44	5	4
egonkortze	10	0.44	4	2
eguberria	10	0.44	5	6
eguerdiaz	10	0.44	5	4
eguerdiro	10	0.44	5	2
egurasten	10	0.44	4	4
egurgile	10	0.44	4	1
egutera	10	0.44	4	5
ehorzleak	10	0.44	4	3
ehunekoen	10	0.44	5	3
ehunekotan	10	0.44	5	1
ehunetara	10	0.44	5	2
eiakulazio	10	0.44	6	1
eitean	10	0.44	3	11
ekaizte	10	0.44	3	3
ekarpenaz	10	0.44	4	4
ekarpenean	10	0.44	5	3
ekartzerat	10	0.44	4	2
ekibokoa	10	0.44	5	3
ekintzok	10	0.44	3	4
ekiteari	10	0.44	5	4
ekoizlerik	10	0.44	4	1
eleberriaz	10	0.44	5	6
eledunari	10	0.44	5	0
eleek	10	0.44	3	13
elektroiak	10	0.44	4	3
elementuk	10	0.44	4	6
elibaten	10	0.44	4	2
elipsia	10	0.44	4	7
elizarantz	10	0.44	4	0
elkarteok	10	0.44	4	5
eltzearen	10	0.44	4	4
emanaldiez	10	0.44	5	5
emanaren	10	0.44	4	5
emankorren	10	0.44	4	5
ematzeko	10	0.44	4	6
emendakina	10	0.44	5	2
eneka	10	0.44	3	10
energian	10	0.44	4	4
enkanteak	10	0.44	4	5
enoatzen	10	0.44	4	1
enpeinu	10	0.44	3	1
enpirikoei	10	0.44	5	4
enpresenak	10	0.44	4	2
enpresok	10	0.44	3	3
entseatzea	10	0.44	5	5
entzunaz	10	0.44	3	4
epaileren	10	0.44	4	4
epaituek	10	0.44	4	4
epaituen	10	0.44	4	4
epaituz	10	0.44	3	3
epiteto	10	0.44	4	1
erabakitsu	10	0.44	5	1
eraginpeko	10	0.44	5	2
eragozle	10	0.44	4	3
erailketak	10	0.44	4	6
eraitsiz	10	0.44	3	3
eraldatua	10	0.44	5	6
eramateari	10	0.44	6	1
erantziak	10	0.44	4	3
eranztera	10	0.44	4	4
erasandako	10	0.44	5	1
erasotzean	10	0.44	5	4
eraspen	10	0.44	3	7
erbien	10	0.44	3	7
erdaingabe	10	0.44	4	1
erdaretan	10	0.44	4	1
erdikusi	10	0.44	4	1
ereile	10	0.44	3	3
ereindakoa	10	0.44	5	2
erematen	10	0.44	4	3
eremuek	10	0.44	4	8
ergelagoa	10	0.44	5	2
ergeldurik	10	0.44	4	0
ergelenak	10	0.44	4	2
ergelki	10	0.44	3	3
erietxetan	10	0.44	5	2
eritrearra	10	0.44	5	1
erlaitza	10	0.44	3	3
erlojupean	10	0.44	5	0
ernal	10	0.44	2	4
eroapenez	10	0.44	5	0
eroarena	10	0.44	5	8
eroki	10	0.44	3	9
eromenezko	10	0.44	5	1
erosleei	10	0.44	4	4
erostak	10	0.44	3	11
erostearen	10	0.44	5	4
erotikoen	10	0.44	5	8
erpeak	10	0.44	3	8
erpinera	10	0.44	4	0
erradioa	10	0.44	5	3
erraketa	10	0.44	4	7
erranaldia	10	0.44	5	4
erranarazi	10	0.44	5	0
erranari	10	0.44	4	4
errango	10	0.44	3	2
erratzik	10	0.44	3	5
erraustegi	10	0.44	4	1
errealei	10	0.44	4	5
errealek	10	0.44	4	7
errealetik	10	0.44	5	1
erregaliak	10	0.44	5	5
erregetzan	10	0.44	4	5
erregezale	10	0.44	5	1
erregional	10	0.44	5	1
errekastoa	10	0.44	5	5
erretxinak	10	0.44	4	5
erreus	10	0.44	2	2
errexagoa	10	0.44	5	7
errezatzea	10	0.44	5	3
errienta	10	0.44	4	7
errientak	10	0.44	4	6
errietaka	10	0.44	5	2
errifle	10	0.44	3	2
errimarik	10	0.44	4	3
erritmoaz	10	0.44	4	5
erroetarik	10	0.44	5	4
erromanoek	10	0.44	5	3
errotariak	10	0.44	5	4
errotulua	10	0.44	5	4
errugbiko	10	0.44	4	2
errutinak	10	0.44	4	5
ertora	10	0.44	3	5
eruditoa	10	0.44	5	4
esaidazue	10	0.44	5	3
esakera	10	0.44	4	8
esaldiei	10	0.44	4	4
esamesei	10	0.44	4	3
esapidean	10	0.44	5	4
esatariek	10	0.44	5	3
esekitoki	10	0.44	5	1
esekitzeko	10	0.44	5	3
esesten	10	0.44	3	3
esistitu	10	0.44	4	1
eskaeretan	10	0.44	5	2
eskaleek	10	0.44	4	7
eskegia	10	0.44	4	5
eskimalen	10	0.44	4	2
eskobatu	10	0.44	4	4
eskolume	10	0.44	4	3
eskudo	10	0.44	3	2
eskuhartze	10	0.44	4	2
eskuminak	10	0.44	4	4
eskuzapia	10	0.44	5	6
eslalomeko	10	0.44	5	1
esnarazten	10	0.44	4	3
esoterikoa	10	0.44	6	4
espabilatu	10	0.44	5	0
espainolei	10	0.44	4	3
espainolik	10	0.44	4	3
espantuzko	10	0.44	4	1
espasmoak	10	0.44	4	3
espeziak	10	0.44	4	6
espioien	10	0.44	4	4
esplosiboa	10	0.44	5	4
estaduak	10	0.44	4	6
estatuon	10	0.44	4	3
estatxa	10	0.44	3	3
estepetan	10	0.44	4	1
estilokoak	10	0.44	5	1
estilotik	10	0.44	4	1
estimurik	10	0.44	4	2
estoldak	10	0.44	3	4
estremista	10	0.44	4	1
estropadek	10	0.44	4	4
estuarioko	10	0.44	6	0
estudiotik	10	0.44	5	2
esturak	10	0.44	3	10
eszenategi	10	0.44	5	2
etakideen	10	0.44	5	3
etikoan	10	0.44	4	11
etnografo	10	0.44	4	1
etorkiaz	10	0.44	4	4
etorriekin	10	0.44	5	0
etruskoen	10	0.44	4	1
etsenpluen	10	0.44	4	3
etsimendua	10	0.44	5	5
etxartean	10	0.44	4	2
etxarteko	10	0.44	4	0
etxeagatik	10	0.44	5	0
etxegorri	10	0.44	4	0
etxekotua	10	0.44	5	4
etxeño	10	0.44	3	1
etxeok	10	0.44	3	6
etxezuloan	10	0.44	5	2
etxoletara	10	0.44	5	0
etxondoan	10	0.44	4	3
etzaulkian	10	0.44	4	3
euliz	10	0.44	2	7
euretatik	10	0.44	4	7
euroetatik	10	0.44	5	3
europazale	10	0.44	5	1
eutsien	10	0.44	3	10
exijentea	10	0.44	5	4
exijituz	10	0.44	4	3
exilio	10	0.44	4	2
exilioa	10	0.44	5	6
exorzismo	10	0.44	4	2
exotikoen	10	0.44	5	5
expressoa	10	0.44	4	4
ezarpenak	10	0.44	4	5
ezartzekoa	10	0.44	5	4
ezereztua	10	0.44	5	6
ezertxok	10	0.44	3	1
ezinduaren	10	0.44	5	0
ezinhobe	10	0.44	4	1
ezkorrago	10	0.44	4	2
ezkutuz	10	0.44	3	5
ezpatekin	10	0.44	4	1
eztabadan	10	0.44	4	6
eztabaden	10	0.44	4	2
eztandarik	10	0.44	4	2
eztiturik	10	0.44	4	1
eztitzera	10	0.44	4	2
eztularen	10	0.44	4	0
failaren	10	0.44	3	5
faisaiak	10	0.44	3	3
fakturen	10	0.44	3	3
falten	10	0.44	2	3
faltsuan	10	0.44	3	7
faltsuari	10	0.44	4	3
faltsutua	10	0.44	4	4
faltsuzko	10	0.44	3	1
famatuetan	10	0.44	5	1
familiez	10	0.44	4	5
fardeltxoa	10	0.44	4	4
farrasta	10	0.44	3	6
fatxadak	10	0.44	3	6
faxismoari	10	0.44	5	1
fedeagatik	10	0.44	5	0
femoralean	10	0.44	5	0
fermua	10	0.44	3	5
festaburua	10	0.44	5	4
feudoaren	10	0.44	4	0
feudoek	10	0.44	3	4
fidatzaile	10	0.44	4	2
filmaketak	10	0.44	4	3
filmaketan	10	0.44	4	2
filmatuak	10	0.44	4	2
filmera	10	0.44	3	3
filologoek	10	0.44	5	5
finkoaren	10	0.44	4	5
finkoetan	10	0.44	4	3
firfiran	10	0.44	3	2
fisikoetan	10	0.44	5	1
fisikotik	10	0.44	4	3
fit	10	0.44	1	2
fonazio	10	0.44	4	2
fonetikak	10	0.44	4	6
fonetikan	10	0.44	4	4
fonetikoek	10	0.44	5	5
fonikoak	10	0.44	4	4
formatoan	10	0.44	4	4
formatuko	10	0.44	4	4
fortitioak	10	0.44	5	1
foruzain	10	0.44	3	1
fosildua	10	0.44	4	2
fosilen	10	0.44	3	3
fotogramak	10	0.44	4	2
franelazko	10	0.44	4	1
frentean	10	0.44	3	4
freskorik	10	0.44	3	2
freskoz	10	0.44	2	4
frontiseko	10	0.44	4	1
fruituetan	10	0.44	5	2
fruituez	10	0.44	4	5
futbolera	10	0.44	4	1
gabarrak	10	0.44	3	10
gailenen	10	0.44	3	5
gailuaren	10	0.44	4	5
gainazalak	10	0.44	4	1
gaindegiak	10	0.44	4	2
gainekoen	10	0.44	4	4
gainezkako	10	0.44	4	0
gainsariei	10	0.44	4	2
gaitasunez	10	0.44	4	6
gaiteroen	10	0.44	4	2
gaitzerako	10	0.44	4	2
gaixoez	10	0.44	3	7
gaixook	10	0.44	3	6
gaixtoaren	10	0.44	4	4
gaizkien	10	0.44	3	7
gakizkion	10	0.44	4	3
gakotzat	10	0.44	3	1
gakoz	10	0.44	2	11
galbaheak	10	0.44	4	2
galdegaia	10	0.44	4	2
galkorren	10	0.44	3	4
galtzekoa	10	0.44	4	5
ganbaren	10	0.44	3	8
gangatuak	10	0.44	4	2
gantzaren	10	0.44	3	7
gantzen	10	0.44	2	15
gantzutzen	10	0.44	3	3
garaienean	10	0.44	5	5
garaitia	10	0.44	4	6
garaituta	10	0.44	4	3
garatzean	10	0.44	4	12
garazia	10	0.44	4	9
garbigarri	10	0.44	4	0
garbitzeaz	10	0.44	4	4
gareneko	10	0.44	4	9
garitan	10	0.44	3	12
garraiorik	10	0.44	4	1
garraisi	10	0.44	3	3
garratzago	10	0.44	4	2
garrazten	10	0.44	3	5
garrenaren	10	0.44	4	4
gartzelan	10	0.44	3	3
gaskoina	10	0.44	3	6
gasnategi	10	0.44	4	3
gasnaz	10	0.44	2	4
gasolinak	10	0.44	4	5
gatazkekin	10	0.44	4	1
gatibuei	10	0.44	4	3
gatzontzia	10	0.44	4	3
gaucho	10	0.44	2	0
gaudenak	10	0.44	3	8
gauerdiaz	10	0.44	4	4
gauzatzean	10	0.44	4	5
gauzeri	10	0.44	3	5
gazak	10	0.44	2	21
gaztaroari	10	0.44	5	0
gaztaz	10	0.44	2	9
gazteagoei	10	0.44	5	5
gazteenei	10	0.44	4	2
gaztekin	10	0.44	3	4
gehiketa	10	0.44	4	1
gehitua	10	0.44	4	6
gehitzera	10	0.44	4	1
geldik	10	0.44	2	7
geldituek	10	0.44	4	4
geneukana	10	0.44	4	4
geneuzkala	10	0.44	4	2
genomari	10	0.44	4	1
genuenoi	10	0.44	4	2
geraraztea	10	0.44	5	3
geraturik	10	0.44	4	8
geratzeari	10	0.44	5	4
geriatrak	10	0.44	4	2
gerlarako	10	0.44	4	2
germen	10	0.44	2	4
geroaldian	10	0.44	5	6
gerragatik	10	0.44	4	2
gerratea	10	0.44	4	6
gerrazalea	10	0.44	5	2
gertaeraz	10	0.44	4	4
gertaerok	10	0.44	4	3
gertuena	10	0.44	4	3
gestapoa	10	0.44	4	2
gezurrek	10	0.44	3	7
gibelatuko	10	0.44	5	1
ginduzkan	10	0.44	3	3
ginebrari	10	0.44	4	1
gintzaten	10	0.44	3	2
giputzen	10	0.44	3	6
gipuzkeraz	10	0.44	4	2
giroturiko	10	0.44	5	1
gizajale	10	0.44	4	0
gizaje	10	0.44	3	2
gizajoaren	10	0.44	5	2
gizakiez	10	0.44	4	7
gizarteren	10	0.44	4	2
gizasemeei	10	0.44	5	4
gizenegia	10	0.44	5	2
gizentzera	10	0.44	4	1
gizoneri	10	0.44	4	5
gizotsoak	10	0.44	4	2
gogapen	10	0.44	3	5
gogoarena	10	0.44	5	4
gogojardun	10	0.44	4	1
gogorrenek	10	0.44	4	5
gogortxoa	10	0.44	4	2
gogotan	10	0.44	3	6
gogotsua	10	0.44	4	3
gohaina	10	0.44	3	3
goienetik	10	0.44	4	2
goitiak	10	0.44	3	6
goizalba	10	0.44	3	2
goizen	10	0.44	2	11
goletatik	10	0.44	4	5
golez	10	0.44	2	13
golkoaren	10	0.44	4	2
gomendatua	10	0.44	5	5
gomendioan	10	0.44	5	4
gonan	10	0.44	2	13
gonapean	10	0.44	4	2
gonazalea	10	0.44	5	1
gonbitoak	10	0.44	4	4
goraltxatu	10	0.44	4	1
gorapen	10	0.44	3	8
goratsu	10	0.44	3	5
gorbataz	10	0.44	3	4
gordineko	10	0.44	4	5
gorgarria	10	0.44	4	7
gormantak	10	0.44	3	1
gormutu	10	0.44	3	1
gorostiak	10	0.44	4	2
gorpurik	10	0.44	3	2
gorrarena	10	0.44	4	6
gorriagoak	10	0.44	5	3
gorriarena	10	0.44	5	4
gorrik	10	0.44	2	17
gorritzeko	10	0.44	4	2
gorrotoen	10	0.44	4	3
gortinaren	10	0.44	4	2
goseagatik	10	0.44	5	0
goseago	10	0.44	4	1
gosturik	10	0.44	3	8
gotikozko	10	0.44	4	2
gotorraren	10	0.44	4	2
gotorturik	10	0.44	4	2
goxora	10	0.44	3	5
gozoekin	10	0.44	4	3
gozogile	10	0.44	4	0
graffitiak	10	0.44	4	4
granadaren	10	0.44	4	0
granate	10	0.44	3	2
granito	10	0.44	3	3
gremio	10	0.44	3	2
gremioen	10	0.44	4	2
grinagatik	10	0.44	4	2
grinati	10	0.44	3	3
grotesko	10	0.44	3	1
guardiarik	10	0.44	5	3
guhauk	10	0.44	2	4
guraririk	10	0.44	4	1
guraritzen	10	0.44	4	0
gurdiei	10	0.44	3	4
gurdiek	10	0.44	3	7
gustoa	10	0.44	3	11
gutiena	10	0.44	4	9
gutiengo	10	0.44	4	3
gutizien	10	0.44	4	5
gutxiak	10	0.44	3	8
gutxiets	10	0.44	3	1
gutxitze	10	0.44	3	3
habiarik	10	0.44	4	2
habilen	10	0.44	3	6
haitzari	10	0.44	3	6
haitzuloak	10	0.44	4	2
halakook	10	0.44	4	4
hamaikan	10	0.44	3	5
hamaikaren	10	0.44	4	0
hamalaua	10	0.44	4	7
handiagora	10	0.44	5	3
handienei	10	0.44	4	5
handietsi	10	0.44	4	3
handikoek	10	0.44	4	4
handiputz	10	0.44	3	1
handitako	10	0.44	4	6
handixeago	10	0.44	5	2
hangoei	10	0.44	3	6
hanitxen	10	0.44	3	4
haragien	10	0.44	4	2
haragitsua	10	0.44	5	4
haranek	10	0.44	3	9
haranzkoan	10	0.44	4	3
harategiko	10	0.44	5	0
harateko	10	0.44	4	4
hareek	10	0.44	3	13
haremeko	10	0.44	4	1
harkaitzez	10	0.44	3	4
harkiek	10	0.44	3	5
harmak	10	0.44	2	11
harparen	10	0.44	3	6
harpia	10	0.44	3	6
harreraz	10	0.44	3	7
harrespil	10	0.44	3	1
harritsuan	10	0.44	4	4
harrituxea	10	0.44	5	1
harrituz	10	0.44	3	6
harroei	10	0.44	3	8
hartaraxe	10	0.44	4	0
hasberri	10	0.44	3	2
haserretik	10	0.44	4	2
hasperenez	10	0.44	4	4
hastetsuan	10	0.44	4	0
hatsapenak	10	0.44	4	4
hatzetarik	10	0.44	4	4
haudan	10	0.44	2	2
haunditze	10	0.44	3	3
haunditzea	10	0.44	4	3
haurñoari	10	0.44	4	1
haurtzaina	10	0.44	3	2
hauspoz	10	0.44	2	3
haustearen	10	0.44	4	7
hausteen	10	0.44	3	8
hautemana	10	0.44	4	2
hautsezina	10	0.44	4	5
hazarazten	10	0.44	4	1
haziek	10	0.44	3	16
hazkatu	10	0.44	3	6
hebrearren	10	0.44	4	4
hedatuagoa	10	0.44	6	2
hegadunak	10	0.44	4	4
hegaldatuz	10	0.44	4	2
hegaldirik	10	0.44	4	1
hegatz	10	0.44	2	5
hegaztiok	10	0.44	4	5
hegirat	10	0.44	3	3
hegoari	10	0.44	4	1
helduari	10	0.44	4	3
heldugabe	10	0.44	4	1
helezina	10	0.44	4	2
helmenean	10	0.44	4	0
helmugaren	10	0.44	4	0
heltzearen	10	0.44	4	5
hepatitis	10	0.44	4	2
herese	10	0.44	3	4
hermetikoa	10	0.44	5	4
herodetar	10	0.44	4	0
heroiek	10	0.44	3	8
heroismo	10	0.44	3	2
herriena	10	0.44	4	7
herrienak	10	0.44	4	3
herskaria	10	0.44	4	3
herts	10	0.44	1	4
hertsadura	10	0.44	4	2
hertxia	10	0.44	3	4
hertzeak	10	0.44	3	8
hetsita	10	0.44	3	4
heuri	10	0.44	2	7
hexur	10	0.44	2	2
hezeari	10	0.44	4	3
hezibide	10	0.44	4	1
heziz	10	0.44	2	9
hezueriak	10	0.44	5	3
hibiarrak	10	0.44	4	2
hierarkian	10	0.44	5	3
higadurak	10	0.44	4	5
higana	10	0.44	3	4
higatuko	10	0.44	4	5
higatuta	10	0.44	4	2
higiduran	10	0.44	4	5
hilabeteek	10	0.44	5	6
hilazti	10	0.44	3	0
hilera	10	0.44	3	10
hiletatik	10	0.44	4	4
hilketez	10	0.44	3	5
hindiz	10	0.44	2	5
hindua	10	0.44	3	9
hiola	10	0.44	3	9
hiraren	10	0.44	3	14
hiriekin	10	0.44	4	9
hirukiak	10	0.44	4	5
hirutara	10	0.44	4	5
histori	10	0.44	3	2
histua	10	0.44	3	12
hitiarrak	10	0.44	4	4
hituela	10	0.44	4	3
hitzaldiei	10	0.44	4	3
hitzartuz	10	0.44	3	3
hitzño	10	0.44	2	2
hitzondo	10	0.44	3	1
hizka	10	0.44	2	10
hizketaz	10	0.44	3	5
hoala	10	0.44	3	6
hobeen	10	0.44	3	8
hobereneko	10	0.44	5	2
hoberenez	10	0.44	4	5
hogeira	10	0.44	3	7
hogeitabat	10	0.44	4	1
hogeitabi	10	0.44	4	1
holantxe	10	0.44	3	1
honarat	10	0.44	3	0
honaxe	10	0.44	3	2
hondamenik	10	0.44	4	1
hondoak	10	0.44	3	5
honetaraz	10	0.44	4	2
honexetan	10	0.44	4	1
hontzari	10	0.44	3	3
honuntz	10	0.44	2	2
horailak	10	0.44	3	2
hordituta	10	0.44	4	3
horirik	10	0.44	3	11
hormonala	10	0.44	4	1
hostozko	10	0.44	3	1
hotsetan	10	0.44	3	7
hozbera	10	0.44	3	6
hozkailura	10	0.44	4	1
huenean	10	0.44	4	5
hukeen	10	0.44	3	5
hunaten	10	0.44	3	3
hunkiduraz	10	0.44	4	2
hurkoei	10	0.44	3	6
hurrengoek	10	0.44	4	4
hurria	10	0.44	3	9
husar	10	0.44	2	1
hutsetara	10	0.44	4	3
hybris	10	0.44	1	1
ibaik	10	0.44	2	10
iberiarren	10	0.44	5	4
ibilaldien	10	0.44	5	6
ibilbidera	10	0.44	5	3
ibileraz	10	0.44	4	7
ibiliari	10	0.44	5	2
ibiliaz	10	0.44	4	5
ibilmolde	10	0.44	4	1
ibiltokia	10	0.44	5	5
idealistak	10	0.44	5	2
ideiok	10	0.44	3	4
idiekin	10	0.44	4	4
idoloaren	10	0.44	5	1
idorreria	10	0.44	5	4
idorrez	10	0.44	3	6
iduripen	10	0.44	4	4
igana	10	0.44	3	7
igandeari	10	0.44	5	1
igelaren	10	0.44	4	1
igitarien	10	0.44	5	3
igogailura	10	0.44	5	1
igorpen	10	0.44	3	4
igortzera	10	0.44	4	7
igotzerik	10	0.44	4	1
igurtz	10	0.44	2	1
ihesarena	10	0.44	5	2
ikaraldi	10	0.44	4	2
ikararekin	10	0.44	5	3
ikasleez	10	0.44	4	6
ikasurte	10	0.44	4	2
ikusazu	10	0.44	4	1
ikusleria	10	0.44	5	5
iladan	10	0.44	3	4
ilargialdi	10	0.44	5	2
ilargien	10	0.44	4	4
ilarra	10	0.44	3	16
ildora	10	0.44	3	2
ilegal	10	0.44	3	3
ilera	10	0.44	3	10
iltzatzeko	10	0.44	4	1
ilunbetik	10	0.44	4	2
ilunenetan	10	0.44	5	1
ilunkeran	10	0.44	4	1
ilusione	10	0.44	5	3
indargea	10	0.44	4	3
indianoa	10	0.44	5	4
industriei	10	0.44	4	2
inertziaz	10	0.44	4	3
infante	10	0.44	3	5
ingururik	10	0.44	4	3
inhibizioa	10	0.44	6	2
injusto	10	0.44	3	2
inkestei	10	0.44	3	2
inortaz	10	0.44	3	1
inozent	10	0.44	3	4
inpernuko	10	0.44	4	2
inplanteak	10	0.44	4	2
inportik	10	0.44	3	0
intimistak	10	0.44	4	3
intrigazko	10	0.44	4	1
inuxentea	10	0.44	5	5
ioi	10	0.44	2	5
ipinarazi	10	0.44	5	0
ipuingile	10	0.44	5	1
ipuinotan	10	0.44	5	1
irabaziez	10	0.44	5	5
iragarriak	10	0.44	5	5
iragazita	10	0.44	5	2
irainduko	10	0.44	4	0
irakentzat	10	0.44	4	1
irakiarrez	10	0.44	5	3
irakinetan	10	0.44	5	3
irakurleoi	10	0.44	5	4
irakurleri	10	0.44	5	6
iraulki	10	0.44	3	2
iraute	10	0.44	3	9
irazkia	10	0.44	4	7
irensle	10	0.44	3	2
irismenean	10	0.44	5	0
irispide	10	0.44	4	2
iritzikoa	10	0.44	5	2
irizteko	10	0.44	4	5
irmoago	10	0.44	4	1
irriken	10	0.44	3	7
irteeren	10	0.44	4	4
irteteari	10	0.44	5	1
irudietako	10	0.44	6	1
irule	10	0.44	3	4
isatsean	10	0.44	4	2
isekazko	10	0.44	4	0
isilekoa	10	0.44	5	4
isilena	10	0.44	4	4
islamdar	10	0.44	3	1
islamean	10	0.44	4	1
islamera	10	0.44	4	0
isuriaz	10	0.44	4	8
itaunei	10	0.44	3	2
itogina	10	0.44	4	3
itsastea	10	0.44	4	7
itsutik	10	0.44	3	1
itxaroteak	10	0.44	5	3
itxieraz	10	0.44	4	4
itxikeria	10	0.44	5	3
itxuratan	10	0.44	4	3
itxurati	10	0.44	4	5
itxuratzea	10	0.44	5	5
itzarririk	10	0.44	4	1
itzelaz	10	0.44	3	4
itzelez	10	0.44	3	5
itzulketa	10	0.44	4	2
itzulpenaz	10	0.44	4	3
itzulpenek	10	0.44	4	7
itzur	10	0.44	2	5
ixi	10	0.44	2	5
izakietan	10	0.44	5	4
izararen	10	0.44	4	9
izarri	10	0.44	3	17
izaterako	10	0.44	5	1
izenburuaz	10	0.44	5	5
izenekoari	10	0.44	6	1
izerditsua	10	0.44	5	5
izkinatan	10	0.44	4	2
izokinen	10	0.44	4	5
izpirituaz	10	0.44	5	6
izpitxo	10	0.44	3	1
izuan	10	0.44	3	10
izukaitz	10	0.44	3	1
izurdea	10	0.44	4	4
izurririk	10	0.44	4	3
izutuen	10	0.44	4	5
jabetuak	10	0.44	4	3
jabez	10	0.44	2	14
jaiek	10	0.44	2	19
jaiolekua	10	0.44	5	3
jaiotzari	10	0.44	4	4
jakiz	10	0.44	2	15
jakobinoek	10	0.44	5	2
jaku	10	0.44	2	12
jalgita	10	0.44	3	2
jalgiz	10	0.44	2	4
jali	10	0.44	2	10
janariekin	10	0.44	5	2
janzteak	10	0.44	3	3
janzteari	10	0.44	4	0
jareginak	10	0.44	4	4
jaregingo	10	0.44	4	1
jariorik	10	0.44	4	3
jasandakoa	10	0.44	5	3
jasoaldiak	10	0.44	5	2
jatordua	10	0.44	4	5
jatorrari	10	0.44	4	3
jatorririk	10	0.44	4	1
jaunartze	10	0.44	3	2
jauregiaz	10	0.44	4	5
jausiz	10	0.44	2	4
jauziekin	10	0.44	4	1
jauziño	10	0.44	3	3
jazarpenen	10	0.44	4	3
jazarraldi	10	0.44	4	1
jazintok	10	0.44	3	3
jei	10	0.44	1	0
jeinutsua	10	0.44	4	3
jentilaren	10	0.44	4	1
jitekoak	10	0.44	4	3
joaldiak	10	0.44	4	6
joaldunek	10	0.44	4	3
joandakoei	10	0.44	5	2
joatearren	10	0.44	5	3
joeretan	10	0.44	4	1
jokaldiei	10	0.44	4	3
jokatzerat	10	0.44	4	1
jokoagatik	10	0.44	5	0
jokoren	10	0.44	3	7
jolasetako	10	0.44	5	1
jolasetik	10	0.44	4	2
joniarrari	10	0.44	5	0
jopuak	10	0.44	3	3
josle	10	0.44	2	4
jostunek	10	0.44	3	5
jubilazio	10	0.44	5	1
judatarrak	10	0.44	4	4
juduarekin	10	0.44	5	1
juridikoaz	10	0.44	5	5
kabendios	10	0.44	4	1
kabitzeko	10	0.44	4	2
kafeontzi	10	0.44	4	1
kakaztu	10	0.44	3	4
kakotua	10	0.44	4	7
kalada	10	0.44	3	4
kalamuak	10	0.44	4	4
kaldan	10	0.44	2	8
kalekume	10	0.44	4	1
kalexkara	10	0.44	4	0
kalibreko	10	0.44	4	1
kamainaren	10	0.44	4	1
kamarotera	10	0.44	5	1
kamioiz	10	0.44	3	5
kanario	10	0.44	4	2
kankarreko	10	0.44	4	3
kanoiek	10	0.44	3	7
kanonean	10	0.44	4	2
kanoniko	10	0.44	4	5
kanpaldiak	10	0.44	4	4
kanpatuta	10	0.44	4	5
kanpina	10	0.44	3	6
kantarisa	10	0.44	4	2
kantitu	10	0.44	3	1
kantonalak	10	0.44	4	0
kaolin	10	0.44	3	1
kaosetik	10	0.44	4	1
kapapean	10	0.44	4	1
kapataz	10	0.44	3	2
kapeluan	10	0.44	4	5
kapotea	10	0.44	4	5
karaoke	10	0.44	4	1
karbonoa	10	0.44	4	4
kargamentu	10	0.44	4	2
karguei	10	0.44	3	5
karguek	10	0.44	3	6
kariotzen	10	0.44	4	2
karlismoa	10	0.44	4	4
karpetaren	10	0.44	4	2
karraskak	10	0.44	3	10
karroan	10	0.44	3	12
karrozan	10	0.44	3	7
kartelera	10	0.44	4	4
kartiera	10	0.44	4	6
kasetarien	10	0.44	5	4
kasetean	10	0.44	4	7
kaskagogor	10	0.44	4	0
kaskoina	10	0.44	3	3
kaskoraino	10	0.44	4	3
kaskorik	10	0.44	3	7
katalandar	10	0.44	4	0
katarrak	10	0.44	3	9
katedraren	10	0.44	4	1
kategoriko	10	0.44	5	3
katexima	10	0.44	4	3
katigatzen	10	0.44	4	2
kaudimen	10	0.44	3	1
kausek	10	0.44	2	5
kaxari	10	0.44	3	8
kaxatxo	10	0.44	3	5
kazetek	10	0.44	3	7
kean	10	0.44	2	19
kerubin	10	0.44	3	1
kerubinak	10	0.44	4	2
kexen	10	0.44	2	11
kideengana	10	0.44	5	2
kidetza	10	0.44	3	5
kikararen	10	0.44	4	2
kiliak	10	0.44	3	11
kiloetako	10	0.44	5	3
kilogramo	10	0.44	4	0
kimikoan	10	0.44	4	8
